title,subject,interal_id,url,id_number,description
Differentiation definition and basic derivative rules,AP®︎ Calculus AB,x5432c6f7037ffefc,https://api.khanacademy.org/math/ap-calculus-ab/ab-differentiation-1-new,ab-differentiation-1-new,The derivative of a function describes the function's instantaneous rate of change at a certain point. Another common interpretation is that the derivative gives us the slope of the line tangent to the function's graph at that point. Learn how we define the derivative using limits. Learn about a bunch of very useful rules (like the power  product  and quotient rules) that help us find derivatives quickly.
Differentiation composite implicit and inverse functions,AP®︎ Calculus AB,xb1aee696f6974830,https://api.khanacademy.org/math/ap-calculus-ab/ab-differentiation-2-new,ab-differentiation-2-new,The chain rule tells us how to find the derivative of a composite function. This is an exceptionally useful rule  as it opens up a whole world of functions (and equations!) we can now differentiate. Also learn how to use all the different derivative rules together in a thoughtful and strategic manner.
Contextual applications of differentiation,AP®︎ Calculus AB,x90c04f514dafe6d8,https://api.khanacademy.org/math/ap-calculus-ab/ab-diff-contextual-applications-new,ab-diff-contextual-applications-new,Derivatives describe the rate of change of quantities. This becomes very useful when solving various problems that are related to rates of change in applied  real-world  situations. Also learn how to apply derivatives to approximate function values and find limits using L’Hôpital’s rule.
Applying derivatives to analyze functions,AP®︎ Calculus AB,xd8ffd65fe7b9701f,https://api.khanacademy.org/math/ap-calculus-ab/ab-diff-analytical-applications-new,ab-diff-analytical-applications-new,The first and the second derivative of a function can be used to obtain a lot of information about the behavior of that function. For example  the first derivative tells us where a function increases or decreases and where it has maximum or minimum points; the second derivative tells us where a function is concave up or down and where it has inflection points.
Integration and accumulation of change,AP®︎ Calculus AB,x3a79bcb1ef658b56,https://api.khanacademy.org/math/ap-calculus-ab/ab-integration-new,ab-integration-new,The definite integral of a function gives us the area under the curve of that function. Another common interpretation is that the integral of a rate function describes the accumulation of the quantity whose rate is given. We can approximate integrals using Riemann sums  and we define definite integrals using limits of Riemann sums. The fundamental theorem of calculus ties integrals and derivatives together and can be used to evaluate various definite integrals.
Differential equations,AP®︎ Calculus AB,xf7faa64f661a9e62,https://api.khanacademy.org/math/ap-calculus-ab/ab-differential-equations-new,ab-differential-equations-new,Differential equations are equations that include both a function and its derivative (or higher-order derivatives). For example  y=y' is a differential equation. Learn how to find and represent solutions of basic differential equations.
Applications of integration,AP®︎ Calculus AB,xb80ad6dc16530012,https://api.khanacademy.org/math/ap-calculus-ab/ab-applications-of-integration-new,ab-applications-of-integration-new,Definite integrals are all about the accumulation of quantities. Let's see how they are applied in order to solve various kinds of problems.
AP Calculus AB solved free response questions from past exams,AP®︎ Calculus AB,xea178b7a03a6aa6a,https://api.khanacademy.org/math/ap-calculus-ab/ab-solved-exams-new,ab-solved-exams-new,Watch as Sal solves free response questions from past AP Calculus exams. This is a good preparation for your upcoming exam!
AP®︎ Calculus AB Standards mappings,AP®︎ Calculus AB,x3dd4952c7ad7dc18,https://api.khanacademy.org/math/ap-calculus-ab/ap-calc-ab-standards-mappings,ap-calc-ab-standards-mappings,Dig into the world of AP®︎ Calculus AB and find out how our free course material aligns with the standards set by the College Board.
Limits and continuity,AP®︎ Calculus BC,xa032aed2d0302f6e,https://www.khanacademy.org/math/ap-calculus-bc/bc-limits-new,bc-limits-new,Limits describe the behavior of a function as we approach a certain input value  regardless of the function's actual value there. Continuity requires that the behavior of a function around a point matches the function's value at that point. These simple yet powerful ideas play a major role in all of calculus.
Differentiation definition and basic derivative rules,AP®︎ Calculus BC,xd4d1aded02058874,https://www.khanacademy.org/math/ap-calculus-bc/bc-differentiation-1-new,bc-differentiation-1-new,The derivative of a function describes the function's instantaneous rate of change at a certain point. Another common interpretation is that the derivative gives us the slope of the line tangent to the function's graph at that point. Learn how we define the derivative using limits. Learn about a bunch of very useful rules (like the power  product  and quotient rules) that help us find derivatives quickly.
Differentiation composite implicit and inverse functions,AP®︎ Calculus BC,x7007d02797fdc125,https://www.khanacademy.org/math/ap-calculus-bc/bc-differentiation-2-new,bc-differentiation-2-new,The chain rule tells us how to find the derivative of a composite function. This is an exceptionally useful rule  as it opens up a whole world of functions (and equations!) we can now differentiate. Also learn how to use all the different derivative rules together in a thoughtful and strategic manner.
Contextual applications of differentiation,AP®︎ Calculus BC,x8844b40434e99005,https://www.khanacademy.org/math/ap-calculus-bc/bc-diff-contextual-applications-new,bc-diff-contextual-applications-new,Derivatives describe the rate of change of quantities. This becomes very useful when solving various problems that are related to rates of change in applied  real-world  situations. Also learn how to apply derivatives to approximate function values and find limits using L’Hôpital’s rule.
Applying derivatives to analyze functions,AP®︎ Calculus BC,xa2935ed2b2239713,https://www.khanacademy.org/math/ap-calculus-bc/bc-diff-analytical-applications-new,bc-diff-analytical-applications-new,The first and the second derivative of a function can be used to obtain a lot of information about the behavior of that function. For example  the first derivative tells us where a function increases or decreases and where it has maximum or minimum points; the second derivative tells us where a function is concave up or down and where it has inflection points.
Integration and accumulation of change,AP®︎ Calculus BC,x3033588f58805372,https://www.khanacademy.org/math/ap-calculus-bc/bc-integration-new,bc-integration-new,The definite integral of a function gives us the area under the curve of that function. Another common interpretation is that the integral of a rate function describes the accumulation of the quantity whose rate is given. We can approximate integrals using Riemann sums  and we define definite integrals using limits of Riemann sums. The fundamental theorem of calculus ties integrals and derivatives together and can be used to evaluate various definite integrals.
Differential equations,AP®︎ Calculus BC,xc78b954939e9c6f7,https://www.khanacademy.org/math/ap-calculus-bc/bc-differential-equations-new,bc-differential-equations-new,Differential equations are equations that include both a function and its derivative (or higher-order derivatives). For example  y=y' is a differential equation. Learn how to find and represent solutions of basic differential equations.
Applications of integration,AP®︎ Calculus BC,xd9df7243d974cab1,https://www.khanacademy.org/math/ap-calculus-bc/bc-applications-of-integration-new,bc-applications-of-integration-new,Definite integrals are all about the accumulation of quantities. Let's see how they are applied in order to solve various kinds of problems.
Parametric equations polar coordinates and vector-valued functions,AP®︎ Calculus BC,x8b1c07d3da0175a5,https://www.khanacademy.org/math/ap-calculus-bc/bc-advanced-functions-new,bc-advanced-functions-new,We are used to working with functions whose output is a single variable  and whose graph is defined with Cartesian  i.e.  (x y) coordinates. But there can be other functions! For example  vector-valued functions can have two variables or more as outputs! Polar functions are graphed using polar coordinates  i.e.  they take an angle as an input and output a radius! Learn about these functions and how we apply the concepts of the derivative and the integral on them.
Infinite sequences and series,AP®︎ Calculus BC,x5ee2b1ddfb8ed9ef,https://www.khanacademy.org/math/ap-calculus-bc/bc-series-new,bc-series-new,Series are sums of multiple terms. Infinite series are sums of an infinite number of terms. Don't all infinite series grow to infinity? It turns out the answer is no. Some infinite series converge to a finite value. Learn how this is possible and how we can tell whether a series converges and to what value. We will also learn about Taylor and Maclaurin series  which are series that act as functions and converge to common functions like sin(x) or eˣ.
AP Calculus BC solved exams,AP®︎ Calculus BC,xf9d06f4472744e05,https://www.khanacademy.org/math/ap-calculus-bc/bc-solved-exams-new,bc-solved-exams-new,Watch as Sal solves free response questions from past AP Calculus exams. This is a good preparation for your upcoming exam!
AP®︎ Calculus BC Standards mappings,AP®︎ Calculus BC,x9e03228faf085523,https://www.khanacademy.org/math/ap-calculus-bc/ap-calc-bc-standards-mappings,ap-calc-bc-standards-mappings,Dig into the world of AP®︎ Calculus BC and find out how our free course material aligns with the standards set by the College Board.
Limits and continuity,Calculus 1,x5a4438214b27aa8e,https://www.khanacademy.org/math/calculus-1/cs1-limits-and-continuity,cs1-limits-and-continuity,
Derivatives definition and basic rules,Calculus 1,x8d6ea75c06799a28,https://www.khanacademy.org/math/calculus-1/cs1-derivatives-definition-and-basic-rules,cs1-derivatives-definition-and-basic-rules,
Derivatives chain rule and other advanced topics,Calculus 1,xfe645c1430cad2c6,https://www.khanacademy.org/math/calculus-1/cs1-derivatives-chain-rule-and-other-advanced-topics,cs1-derivatives-chain-rule-and-other-advanced-topics,
Applications of derivatives,Calculus 1,xacc6d1df7415df5a,https://www.khanacademy.org/math/calculus-1/cs1-applications-of-derivatives,cs1-applications-of-derivatives,
Analyzing functions,Calculus 1,xbd906008d289b411,https://www.khanacademy.org/math/calculus-1/cs1-analyzing-functions,cs1-analyzing-functions,
Integrals,Calculus 1,xcb330cd7e7fee814,https://www.khanacademy.org/math/calculus-1/cs1-integrals,cs1-integrals,
Differential equations,Calculus 1,xb3ce6449169fb2b9,https://www.khanacademy.org/math/calculus-1/cs1-differential-equations,cs1-differential-equations,
Applications of integrals,Calculus 1,x11002cbb680c37fc,https://www.khanacademy.org/math/calculus-1/cs1-applications-of-integrals,cs1-applications-of-integrals,
Integrals review,Calculus 2,xc4cdb0f36f0c3328,https://www.khanacademy.org/math/calculus-2/cs2-integrals-review,cs2-integrals-review,Review what integrals are and basic ways of calculating them.
Integration techniques,Calculus 2,x3355c00b8da92653,https://www.khanacademy.org/math/calculus-2/cs2-integration-techniques,cs2-integration-techniques,
Differential equations,Calculus 2,x5f86d8bfd73a4417,https://www.khanacademy.org/math/calculus-2/cs2-differential-equations,cs2-differential-equations,
Applications of integrals,Calculus 2,x0d96bc5b143e08bd,https://www.khanacademy.org/math/calculus-2/cs2-applications-of-integrals,cs2-applications-of-integrals,
Parametric equations polar coordinates and vector-valued functions,Calculus 2,x779fce96a3c191b1,https://www.khanacademy.org/math/calculus-2/cs2-parametric-equations-polar-coordinates-and-vector-valued-functions,cs2-parametric-equations-polar-coordinates-and-vector-valued-functions,We are used to working with functions whose output is a single variable  and whose graph is defined with Cartesian  i.e.  (x y) coordinates. But there can be other functions! For example  vector-valued functions can have two variables or more as outputs! Polar functions are graphed using polar coordinates  i.e.  they take an angle as an input and output a radius! Learn about these functions and how we apply the concepts of the derivative and the integral on them.
Series,Calculus 2,xcf9cd16dd2db4924,https://www.khanacademy.org/math/calculus-2/cs2-series,cs2-series,
Thinking about multivariable functions,Multivariable calculus,x9cf34252,https://www.khanacademy.org/math/multivariable-calculus/thinking-about-multivariable-function,thinking-about-multivariable-function,The only thing separating multivariable calculus from ordinary calculus is this newfangled word "multivariable".  It means we will deal with functions whose inputs or outputs live in two or more dimensions.  Here we lay the foundations for thinking about and visualizing multivariable functions.
Derivatives of multivariable functions,Multivariable calculus,xb3d3f2ba,https://www.khanacademy.org/math/multivariable-calculus/multivariable-derivatives,multivariable-derivatives,What does it mean to take the derivative of a function whose input lives in multiple dimensions?  What about when its output is a vector?  Here we go over many different ways to  extend the idea of a derivative to higher dimensions  including partial derivatives​  directional derivatives  the gradient  vector derivatives  divergence  curl  etc.
Applications of multivariable derivatives,Multivariable calculus,x56699651,https://www.khanacademy.org/math/multivariable-calculus/applications-of-multivariable-derivatives,applications-of-multivariable-derivatives,The tools of partial derivatives  the gradient  etc. can be used to optimize and approximate multivariable functions.  These are very useful in practice  and to a large extent this is why people study multivariable calculus.
Integrating multivariable functions,Multivariable calculus,x833b5150,https://www.khanacademy.org/math/multivariable-calculus/integrating-multivariable-functions,integrating-multivariable-functions,There are many ways to extend the idea of integration to multiple dimensions: Line integrals  double integrals  triple integrals  surface integrals  etc.  Each one lets you add infinitely many infinitely small values  where those values might come from points on a curve  points in an area  points on a surface  etc.    These are all very powerful tools  relevant to almost all real-world applications of calculus.  In particular  they are an invaluable tool in physics.
Green's Stokes' and the divergence theorems,Multivariable calculus,xdc273fcc,https://www.khanacademy.org/math/multivariable-calculus/greens-theorem-and-stokes-theorem,greens-theorem-and-stokes-theorem,Here we cover four different ways to extend the fundamental theorem of calculus to multiple dimensions.  Green's theorem and the 2D divergence theorem do this for two dimensions  then we crank it up to three dimensions with Stokes' theorem and the (3D) divergence theorem.
First order differential equations,Differential equations,xca838a83,https://www.khanacademy.org/math/differential-equations/first-order-differential-equations,first-order-differential-equations,Differential equations with only first derivatives.
Second order linear equations,Differential equations,xdd2c724f,https://www.khanacademy.org/math/differential-equations/second-order-differential-equations,second-order-differential-equations,Linear differential equations that contain second derivatives
Laplace transform,Differential equations,xc75c5653,https://www.khanacademy.org/math/differential-equations/laplace-transform,laplace-transform,Transforms and the Laplace transform in particular. Convolution integrals.
Vectors and spaces,Linear algebra,x5b1b89e0,https://www.khanacademy.org/math/linear-algebra/vectors-and-spaces,vectors-and-spaces,Let's get our feet wet by thinking in terms of vectors and spaces.
Matrix transformations,Linear algebra,x7a8cfdaa,https://www.khanacademy.org/math/linear-algebra/matrix-transformations,matrix-transformations,Understanding how we can map one set of vectors to another set.  Matrices used to define linear transformations.
Alternate coordinate systems (bases),Linear algebra,xa2a6b742,https://www.khanacademy.org/math/linear-algebra/alternate-bases,alternate-bases,We explore creating and moving between various coordinate systems.
Unit 1 Area and surface area,6th grade (Illustrative Mathematics),x03852fa9bb18f3b3,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-1-area-and-surface-area,unit-1-area-and-surface-area,
Unit 2 Introducing ratios,6th grade (Illustrative Mathematics),xdf3bf445bdec3ae9,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-2-introducing-ratios,unit-2-introducing-ratios,In this unit  students learn to understand and use the terms “ratio ” “rate ” “equivalent ratios ” “per ” “at this rate ” “constant speed ” and “constant rate ” and to recognize when two ratios are or are not equivalent. They represent ratios as expressions  and represent equivalent ratios with double number line diagrams  tape diagrams  and tables. They use these terms and representations in reasoning about situations involving color mixtures  recipes  unit pricing  and constant speed.
Unit 3 Unit rates and percentages,6th grade (Illustrative Mathematics),x512fef669194bd03,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-3-unit-rates-and-percentages,unit-3-unit-rates-and-percentages,
Unit 4 Dividing fractions,6th grade (Illustrative Mathematics),x75a162115a81a498,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-4-dividing-fractions,unit-4-dividing-fractions,
Unit 5 Arithmetic in base ten,6th grade (Illustrative Mathematics),x33062245d27ecdf5,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-5-arithmetic-in-base-ten,unit-5-arithmetic-in-base-ten,
Unit 6 Expressions and equations,6th grade (Illustrative Mathematics),xde962a58a14f51dd,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-6-expressions-and-equations,unit-6-expressions-and-equations,
Unit 7 Rational numbers,6th grade (Illustrative Mathematics),xf63a8ff19f561b2e,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-7-rational-numbers,unit-7-rational-numbers,
Unit 8 Data sets and distribution,6th grade (Illustrative Mathematics),x6a3e2c03f6c015e8,https://www.khanacademy.org/math/6th-grade-illustrative-math/unit-8-data-sets-and-distribution,unit-8-data-sets-and-distribution,
Unit 1 Scale drawings,7th grade (Illustrative Mathematics),x6f377e3f3fed28b1,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-1-scale-drawings,unit-1-scale-drawings,
Unit 2  Introducing proportional relationships,7th grade (Illustrative Mathematics),xfb75f3f378df42b7,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-2-introducing-proportional-relationships,unit-2-introducing-proportional-relationships,
Unit 3 Measuring circles,7th grade (Illustrative Mathematics),x83f811223287b737,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-3-measuring-circles,unit-3-measuring-circles,
Unit 4 Proportional relationships and percentages,7th grade (Illustrative Mathematics),xa04b0b61700c692b,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-4-proportional-relationships-and-percentages,unit-4-proportional-relationships-and-percentages,
Unit 5 Rational number arithmetic,7th grade (Illustrative Mathematics),x409ae6e54d0f63ca,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-5-rational-number-arithmetic,unit-5-rational-number-arithmetic,
Unit 6 Expressions equations and inequalities,7th grade (Illustrative Mathematics),xa892e41fca4e1015,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-6-expressions-equations-and-inequalities,unit-6-expressions-equations-and-inequalities,
Unit 7 Angles triangles and prisms,7th grade (Illustrative Mathematics),x4be809a85fb34122,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-7-angles-triangles-and-prisms,unit-7-angles-triangles-and-prisms,
Unit 8 Probability and sampling,7th grade (Illustrative Mathematics),x8d4279350c13c6b1,https://www.khanacademy.org/math/7th-grade-illustrative-math/unit-8-probability-and-sampling,unit-8-probability-and-sampling,
Unit 1 Rigid transformations and congruence,8th grade (Illustrative Mathematics),x9129df43351f5105,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-1-rigid-transformations-and-congruence,unit-1-rigid-transformations-and-congruence,
Unit 2 Dilations similarity and introducing slope,8th grade (Illustrative Mathematics),x9d1ed25ef781a832,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-2-dilations-similarity-and-introducing-slope,unit-2-dilations-similarity-and-introducing-slope,
Unit 3 Linear relationships,8th grade (Illustrative Mathematics),xf20363709de85f6a,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-3-linear-relationships,unit-3-linear-relationships,
Unit 4 Linear equations and linear systems,8th grade (Illustrative Mathematics),xd27b017c6b315cf3,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-4-linear-equations-and-linear-systems,unit-4-linear-equations-and-linear-systems,
Unit 5 Functions and volume,8th grade (Illustrative Mathematics),x5dd5be4869367342,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-5-functions-and-volume,unit-5-functions-and-volume,
Unit 6 Associations in data,8th grade (Illustrative Mathematics),x93c60e397cf3e129,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-6-associations-in-data,unit-6-associations-in-data,
Unit 7 Exponents and scientific notation,8th grade (Illustrative Mathematics),x7c5f1cd7b8bcf5e7,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-7-exponents-and-scientific-notation,unit-7-exponents-and-scientific-notation,
Unit 8 Pythagorean theorem and irrational numbers,8th grade (Illustrative Mathematics),x4a889631b73a494f,https://www.khanacademy.org/math/8th-grade-illustrative-math/unit-8-pythagorean-theorem-and-irrational-numbers,unit-8-pythagorean-theorem-and-irrational-numbers,
Module 1 Properties of multiplication and division and solving problems with units of 2–5 and 10,3rd grade (Eureka Math/EngageNY),xe2091c9f,https://www.khanacademy.org/math/3rd-engage-ny/engage-3rd-module-1,engage-3rd-module-1,"This module begins the year by building on students’ fluency with addition and their knowledge of arrays.  In Topic A  students initially use repeated addition to find the total from a number of equal groups (2.OA.4).  As students notice patterns  they let go of longer addition sentences in favor of more efficient multiplication facts (3.OA.1).  Lessons in Topic A move students’ Grade 2 work with arrays and repeated addition a step further by developing skip-counting rows as a strategy for multiplication.  Arrays become a cornerstone of the module.  Students use the language of multiplication as they understand what factors are and differentiate between the size of groups and the number of groups within a given context.  In this module  the factors 2   3   4   5   and  10 provide an entry point for moving into more difficult factors in later modules."  Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Place value and problem solving with units of measure,3rd grade (Eureka Math/EngageNY),x1c9a2e69,https://www.khanacademy.org/math/3rd-engage-ny/engage-3rd-module-2,engage-3rd-module-2,"In this module  students explore measurement using kilograms  grams  liters  milliliters  and intervals of time in minutes."  Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Multiplication and division with units of 0 1 6–9 and multiples of 10,3rd grade (Eureka Math/EngageNY),xf8c0473b,https://www.khanacademy.org/math/3rd-engage-ny/engage-3rd-module-3,engage-3rd-module-3,"This module builds directly on students’ work with multiplication and division in Module 1 .  At this point  Module 1 instruction coupled with fluency practice in Module 2 has students well on their way to meeting the Grade 3 fluency expectation for multiplying and dividing within 100 (3.OA.7).  Module 3 extends the study of factors from 2  3  4   5  and 10 to include all units from  0 to 10   as well as multiples of 10 within 100.  Similar to the organization of Module 1   the introduction of new factors in Module 3 spreads across topics.  This allows students to build fluency with facts involving a particular unit before moving on.  The factors are sequenced to facilitate systematic instruction with increasingly sophisticated strategies and patterns." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Multiplication and area,3rd grade (Eureka Math/EngageNY),xaf27f7f4,https://www.khanacademy.org/math/3rd-engage-ny/engage-3rd-module-4,engage-3rd-module-4,"In this module  students explore area as an attribute of two-dimensional figures and relate it to their prior understandings of multiplication.  In Grade 2  students partitioned a rectangle into rows and columns of same-sized squares and found the total number by both counting and adding equal addends represented by the rows or columns (2.G.2  2.OA.4)." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Fractions as numbers on the number line,3rd grade (Eureka Math/EngageNY),x3411424b,https://www.khanacademy.org/math/3rd-engage-ny/engage-3rd-module-5,engage-3rd-module-5,"In this module  students extend and deepen Grade 2 practice with equal shares to understanding fractions as equal partitions of a whole (2.G.3).  Their knowledge becomes more formal as they work with area models and the number line.  Throughout the module  students have multiple experiences working with the Grade 3 specified fractional units of halves  thirds  fourths  sixths  and eighths.  To build flexible thinking about fractions  students are exposed to additional fractional units such as fifths  ninths  and tenths." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 6 Collecting and displaying data,3rd grade (Eureka Math/EngageNY),xa645a70b,https://www.khanacademy.org/math/3rd-engage-ny/engage-3rd-module-6,engage-3rd-module-6,"This module builds on Grade 2 concepts about data  graphing  and line plots."  Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 7 Geometry and measurement word problems,3rd grade (Eureka Math/EngageNY),x30dfbb5e,https://www.khanacademy.org/math/3rd-engage-ny/engage-3rd-module-7,engage-3rd-module-7,"The final module of the year offers students intensive practice with word problems  as well as hands-on investigation experiences with geometry and perimeter."  Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Place value rounding and algorithms for addition and subtraction,4th grade (Eureka Math/EngageNY),xa9433e3b,https://www.khanacademy.org/math/4th-engage-ny/engage-4th-module-1,engage-4th-module-1,"In this module  students extend their work with whole numbers.  They begin with large numbers using familiar units (hundreds and thousands) and develop their understanding of millions by building knowledge of the pattern of times ten in the base ten system on the place value chart (4.NBT.1).  They recognize that each sequence of three digits is read as hundreds  tens  and ones followed by the naming of the corresponding base thousand unit (thousand  million  billion)."  Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Unit conversions and problem solving with metric measurement,4th grade (Eureka Math/EngageNY),xd12a86e5,https://www.khanacademy.org/math/4th-engage-ny/engage-4th-module-2,engage-4th-module-2,"Module 2 focuses on length  mass  and capacity in the metric system where place value serves as a natural guide for moving between larger and smaller units." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Multi-digit multiplication and division,4th grade (Eureka Math/EngageNY),x4f5577c4,https://www.khanacademy.org/math/4th-engage-ny/engage-4th-module-3,engage-4th-module-3,"In this module  students use place value understanding and visual representations to solve multiplication and division problems with multi-digit numbers.  As a key area of focus for Grade 4  this module moves slowly but comprehensively to develop students’ ability to reason about the methods and models chosen to solve problems with multi-digit factors and dividends." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Angle measure and plane figures,4th grade (Eureka Math/EngageNY),xa27745c5,https://www.khanacademy.org/math/4th-engage-ny/engage-4th-module-4,engage-4th-module-4,"This module introduces points  lines  line segments  rays  and angles  as well as the relationships between them.  Students construct  recognize  and define these geometric objects before using their new knowledge and understanding to classify figures and solve problems.  With angle measure playing a key role in the work throughout the module  students learn how to create and measure angles  as well as how to create and solve equations to find unknown angle measures.  In these problems  where the unknown angle is represented by a letter  students explore both measuring the unknown angle with a protractor and reasoning through the solving of an equation.  This connection between the measurement tool and the numerical work lays an important foundation for success with middle-school geometry and algebra.  Through decomposition and composition activities  as well as an exploration of symmetry  students recognize specific attributes present in two-dimensional figures.  They further develop their understanding of these attributes as they classify two-dimensional figures." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Fraction equivalence ordering and operations,4th grade (Eureka Math/EngageNY),x2f3c2573,https://www.khanacademy.org/math/4th-engage-ny/engage-4th-module-5,engage-4th-module-5,"In this module  students build on their Grade 3 work with unit fractions as they explore fraction equivalence and extend this understanding to mixed numbers.  This leads to the comparison of fractions and mixed numbers and the representation of both in a variety of models.  Benchmark fractions play an important part in students’ ability to generalize and reason about relative fraction and mixed number sizes.  Students then have the opportunity to apply what they know to be true for whole number operations to the new concepts of fraction and mixed number operations." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 6 Decimal fractions,4th grade (Eureka Math/EngageNY),x1b8f1ef9,https://www.khanacademy.org/math/4th-engage-ny/engage-4th-module-6,engage-4th-module-6,"This module gives students their first opportunity to explore decimal numbers via their relationship to decimal fractions  expressing a given quantity in both fraction and decimal forms.  Utilizing the understanding of fractions developed throughout Module 5  students apply the same reasoning to decimal numbers  building a solid foundation for Grade 5 work with decimal operations. Previously referred to as whole numbers  all numbers written in the base-ten number system with place value units that are powers of 10 are henceforth referred to as decimal numbers  a set which now includes tenths and hundredths (e.g.  1  15  248  0.3  3.02  and 24.35)." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 7 Exploring measurement with multiplication,4th grade (Eureka Math/EngageNY),xdcdd6a4d,https://www.khanacademy.org/math/4th-engage-ny/engage-4th-module-7,engage-4th-module-7,"In this module  students build their competencies in measurement as they relate multiplication to the conversion of measurement units.  Throughout the module  students explore multiple strategies for solving measurement problems involving unit conversion." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 1 Place value and decimal fractions,5th grade (Eureka Math/EngageNY),xcdf68057,https://www.khanacademy.org/math/5th-engage-ny/engage-5th-module-1,engage-5th-module-1,"In Module 1  students’ understandings of the patterns in the base ten system are extended from Grade 4’s work with place value to include decimals to the thousandths place.  In Grade 5  students deepen their knowledge through a more generalized understanding of the relationships between and among adjacent places on the place value chart  e.g.  1 tenth times any digit on the place value chart moves the digit one place value to the right (5.NBT.1).  Toward the module’s end  students apply these new understandings as they reason about and perform decimal operations through the hundredths place."  Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 2 Multi-digit whole number and decimal fraction operations,5th grade (Eureka Math/EngageNY),x71db71a6,https://www.khanacademy.org/math/5th-engage-ny/engage-5th-module-2,engage-5th-module-2,"In Module 2  students apply the patterns of the base ten system to mental strategies and the multiplication and division algorithms." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 3 Addition and subtractions of fractions,5th grade (Eureka Math/EngageNY),xf8624666,https://www.khanacademy.org/math/5th-engage-ny/engage-5th-module-3,engage-5th-module-3,"In Module 3  students’ understanding of addition and subtraction of fractions extends from earlier work with fraction equivalence and decimals.  This module marks a significant shift away from the elementary grades’ centrality of base ten units to the study and use of the full set of fractional units from Grade 5 forward  especially as applied to algebra." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 4 Multiplication and division of fractions and decimal fractions,5th grade (Eureka Math/EngageNY),xfc4dc15c,https://www.khanacademy.org/math/5th-engage-ny/engage-5th-module-4,engage-5th-module-4,"In Module 4  students learn to multiply fractions and decimal fractions  and begin working with fraction division.  Topic A opens the module with an exploration of fractional measurement.  Students construct line plots by measuring the same objects using three different rulers accurate to 12   14   and 18  of an inch (5.MD.2)." Eureka Math/EngageNY (c) 2015 GreatMinds.org
Module 5 Addition and multiplication with volume and area,5th grade (Eureka Math/EngageNY),xe08c6afb,https://www.khanacademy.org/math/5th-engage-ny/engage-5th-module-5,engage-5th-module-5,"In this module  students work with two- and three-dimensional figures.  Volume is introduced to students through concrete exploration of cubic units and culminates with the development of the volume formula for right rectangular prisms.  The second half of the module turns to extending students’ understanding of two-dimensional figures.  Students combine prior knowledge of area with newly acquired knowledge of fraction multiplication to determine the area of rectangular figures with fractional side lengths.  They then engage in hands-on construction of two-dimensional shapes  developing a foundation for classifying the shapes by reasoning about their attributes.  This module fills a gap between Grade 4’s work with two-dimensional figures and Grade 6’s work with volume and area." Eureka Math/EngageNY (c) 2015 GreatMinds.org
